房型,入住时间,入住类型,评分,评论,评论时间
豪华城景双床房,于2021年7月入住,家庭亲子,5,公寓环境很好，干净卫生，交通便利，出行有出租车，离苗岭路地铁站E口也很近，入住方便，满分好评，值得入住👍👍👍,2021年7月10日发布
精品城景大床房,于2021年10月入住,商务出差,5,挺好的，离海近,2021年11月15日发布
精品城景大床房,于2021年8月入住,朋友出游,5,非常好 升级了海景房 满意的一次住宿体验,2021年9月2日发布
豪华海景大床房,于2022年8月入住,家庭亲子,3.5,楼层太高 上下楼极慢 电梯里还很热 床单被套都是破洞的还带补丁呢……,2022年8月9日 发布于山东
精品城景大床房,于2021年7月入住,独自旅行,5,非常不错！前台帅哥很有礼貌，也非常耐心！有困难第一时间解决！必须大写的赞👍,2021年8月1日发布
豪华城景双床房,于2021年4月入住,商务出差,5,预定酒店挺不错的，交通也非常便利，距离500米左右就是地铁站，周围很多的公交站，周围三个大型商场，丽达离着最近，一个路口就到，吃饭购物非常方便离石老人海水浴场也非常进，步行10分钟左右就到了，去别的景点直接坐地铁，很快就能到的，设施也非常齐全，洗衣机，冰箱啥的都有，很方便，吃饭楼下有个商业街，酒店门口有个24小时便利店。推荐。,2021年4月18日发布
精品城景大床房,于2021年5月入住,其他,4.2,"还行，不错外部环境：地理位置、交通便捷~ 酒店的服务：温馨和舒适~管理水平~ 酒店的价格：合理的性价比高~物超所值 酒店的消费：早餐免费,口味适中，丰富选择性多~",2021年5月8日发布
豪华海景大床房,于2021年4月入住,朋友出游,1,卫生差得真不想说、跟前台说了、也没用、只来一句明天跟阿姨说下，也不说换房什么！如果我不是太累、给我都不住，有图为真相！40楼隔音还那么差、到处都是头发，真心举报这黑酒店、太垃圾！疫情时间、卫生这么差！真想报警,2021年4月13日发布
精品城景大床房,于2022年11月入住,商务出差,5,卫生：还可以，每天都有人打扫 设施：还是不错的,2022年11月5日 发布于安徽
豪华城景大床房,于2021年12月入住,商务出差,5,位置，风景都不错，还可以不错不错不错不错，值得体验。位置，风景都不错，还可以不错不错不错不错，值得体验。位置，风景都不错，还可以不错不错不错不错，值得体验。,2021年12月22日发布
豪华城景双床房,于2021年12月入住,朋友出游,3.5,入住的时候 床单破了一个洞 环境还可以 还有就是被子有点薄 但是开空调的话也不是很冷 别的方面都还挺好 就是没有书桌学习不方便 但是有个沙发还不错,2022年1月9日发布
豪华海景大床房,于2021年5月入住,情侣出游,5,早餐很丰盛也很卫生，房间很宽敞舒适，晚上飘窗外夜景很漂亮，早上睁开眼窗外就是一望无际的大海，价格也比较好，下次再去附近肯定还订这家！,2021年6月3日发布
豪华城景大床房,于2021年4月入住,商务出差,5,卫生特别好，其实入住酒店就是在意酒店卫生，入住之后第一时间检查了下卫生，真的超出我的预期，卫生特别的好，真的非常喜欢，房间设施也非常齐全，洗衣机，电冰箱，微波炉电磁炉啥都有，一定再来，必须推荐。,2021年4月13日发布
豪华城景大床房,于2021年10月入住,独自旅行,2.7,下午开了个钟点房休息 一进房间地上全都是水。一般拖地就薄薄一层水… 但那个水 直到我退房还有很多…… 而且还有一股奇妙的拖把味道 总之让人心情很不好…. 而且开房间需要坐电梯上楼，电梯需要找物业打卡才能上… 觉得挺麻烦的,2021年11月16日发布
豪华城景双床房,于2021年4月入住,独自旅行,5,房间真的特别特别好，自己来旅游的，要了个海景房，在房间可以看见石老人海水浴场，夜景真的特别特别好，晚上可以出去溜达溜达，海边还有乐队唱歌，附近便利店商场多特别近，第二天去崂山玩交通也方便，强烈推荐,2021年4月6日发布
精品城景大床房,于2021年6月入住,独自旅行,5,环境好，干净卫生，性价比高，位置也好，离地铁近，石老人海滩浴场近，下次还来他家，强烈推荐👍🏻👍🏻👍🏻,2021年6月15日发布
精品城景大床房,于2022年6月入住,家庭亲子,5,非常好！很干净！设施齐全！景色漂亮！前台小姐姐很热情很贴心！还会再次入住的！,2022年6月11日发布
豪华城景双床房,于2022年6月入住,家庭亲子,5,环境很好 价格经济实惠 酒店里各种设施都很齐全 小哥哥小姐姐服务态度很好,2022年6月28日发布
豪华海景大床房,于2021年5月入住,家庭亲子,5,酒店配置还不错，洗衣机微波炉电磁炉，就是没有别的用品，海景房很不错，在飘窗可以看到石老人海水浴场。楼下有施工地，有点噪音，别的都挺好的。,2021年5月12日发布
精品城景大床房,于2021年4月入住,其他,5,带着家人去青岛玩，选了好久的酒店，最终选择了蓝朵，没有失望，确实很棒，首先说下位置，石老人海水浴场附近，步行过去也就10分钟左右，周围很多的写字楼，离崂山景区也不远，可以坐公交车前往，周围有丽达购物商场，吃饭购物非常方便，楼下也有商业街，星巴克，24小时便利店，然后卫生，感觉很用心，我们是提前到的酒店，有退的房间还正在打扫，我们大概等了半个小时左右，刚进房间有消毒水的味道，一看就是做了消毒，疫情期间也是让我们很放心，然后就是房间打扫的非常干净，因为带着孩子比较在意一些细节，也检查了很多次，确实没有问题，很放心的住了，床很舒服，枕头不高不低正好，出去玩了一天很累，第二天疲惫感基本没有，最后说下服务，真的特别热情，前台小姐姐服务特别到位，基本有问必答，一定会再来的。,2021年4月19日发布
精品城景大床房,于2021年4月入住,其他,5,星光里附近地点很好找 这边基本都是公寓或者loft这种安静舒适 设施蛮齐全的长期小住可以自己做饭吃周边也都是美食而且地铁便利很方便。 房间很干净~不错 可以让一楼运营中心打一下梯控卡到28层办理入住 小姐姐服务很好~,2021年4月14日发布
精品城景大床房,于2022年8月入住,朋友出游,5,周边环境不错也很方便。前台很热情，电梯有点难等，性价比很高。,2022年8月4日 发布于北京
豪华海景双床房,于2022年11月入住,朋友出游,5,"环境一流,前台服务一流，真的是宝藏公寓",2022年12月5日 发布于山东
豪华城景双床房,于2022年2月入住,家庭亲子,4,酒店地理位置不错，周边吃饭购物很方便，房间很大，床也很大。卫生条件需要改善，房间打扫不够彻底，地下车库停车费有点高。,2022年2月8日发布
精品城景大床房,于2022年7月入住,商务出差,5,房间宽敞，有洗衣机很方便，服务周到。离海边很近，高层，夜景很好。,2022年7月17日发布
豪华海景大床房,于2021年3月入住,情侣出游,5,第一次来 位置好很方便 离地铁很近 从苗岭路地铁口出来走几分钟就到了，离海边也很近 飘窗很大 海景一览无余，睡的舒服 隔音也不错。唯一的不足就是打扫不及时 其他的都很好 再到崂山还会来,2021年3月24日发布
精品城景大床房,于2022年6月入住,情侣出游,5,酒店环境不错，比较干净。周围非常方便！看海也好，吃东西也好都非常方便！！,2022年6月10日发布
豪华城景双床房,于2021年4月入住,家庭亲子,5,很好，4月29号入住，错峰出游，房价200多，5月1号得1000块，凸显了错峰出游性价比，房间设施齐全观景视野好，景色不错，满意,2021年5月1日发布
精品城景大床房,于2021年5月入住,商务出差,4.5,新公寓硬件设施不错，洗衣机微波炉冰箱都有。电热水器容量有限，床底、沙发缝未打扫干净。服务很好前台到保洁阿姨都很有礼貌。,2021年5月9日发布
豪华城景双床房,于2022年12月入住,商务出差,5,干净卫生，设施齐全，很难得的一家酒店,2022年12月2日 发布于山东
豪华城景双床房,于2022年7月入住,家庭亲子,5,服务态度很棒～就是房间关太久，刚进去有些闷闷的味道，其他都很好,2022年7月10日发布
精品城景大床房,于2022年9月入住,情侣出游,5,环境不错，还帮我升了房型，风景很好，可以看见海,2022年9月26日 发布于江苏
豪华海景双床房,于2021年5月入住,朋友出游,5,临近石老人海水浴场3个路口 开车20分钟到海鲜市场 停车收费每小时4元 总体感觉不错,2021年5月29日发布
豪华城景双床房,于2021年4月入住,商务出差,4.5,这个酒店什么都比较好，前天服务热情比较贴心。就是卫生阿姨做的比较差续住的每天拖鞋都不换。床单被罩四天都没有换过。,2021年4月30日发布
精品城景大床房,于2021年4月入住,商务出差,5,这个公寓酒店还是性价比不错的，卫生条件可以，服务态度很好，有问题，也及时解决，很有耐心！地理位置好，周围设施比较齐全的！,2021年4月22日发布
豪华城景双床房,于2021年4月入住,其他,5,酒店服务很好，跟朋友来青岛玩前台小姐姐给推荐了去哪里玩，附近去哪吃海鲜。房间很干净，洗衣机微波炉都有，楼下就是便利店买东西也很方便，下次来还会住这。,2021年4月23日发布
豪华海景双床房,于2022年8月入住,家庭亲子,5,干净卫生，服务态度好，窗外的海景真的让人心旷神怡,2022年9月1日 发布于河北
豪华城景大床房,于2021年5月入住,独自旅行,5,海景房很好，本来订的城景房，结果卫生没打扫完，就免费🆓升级海景房了，不错哦，景色很好,2021年5月19日发布
豪华城景双床房,于2022年6月入住,家庭亲子,5,每次来青岛必住的酒店，经济实惠，关键是1.5的床带孩子睡很好,2022年6月27日发布
精品城景大床房,于2021年7月入住,情侣出游,5,如图，如图，如图,2021年7月20日发布
精品海景大床房,于2021年4月入住,其他,4.7,位置不错，可以看见海。内部环境也很好。只是这个酒店不好找，好几个酒店在一栋大楼上，本酒店又没有明显标志，要打听才能找到。,2021年4月6日发布
